Drug,geneName,log2FoldChange,padj no NA
VPC17005,ACADS,0.298947372,0.999235045
VPC17005,SPPL3,0.127649055,0.999235045
VPC17005,CLIC1P1,-0.245744576,0.999235045
VPC17005,RPL12P33,-0.874397588,1
VPC17005,HNF1A,1.37481021,1
VPC17005,C12orf43,0.002719275,0.999515193
VPC17005,OASL,0.69018795,0.999235045
VPC17005,P2RX7,0.088421257,0.999235045
VPC17005,P2RX4,0.29840262,0.999235045
VPC17005,CAMKK2,-0.447532851,0.336759896
VPC17005,ANAPC5,0.093306982,0.999235045
VPC17005,AC048337.1,1.027369622,1
VPC17005,RNF34,0.074840849,0.999235045
VPC17005,KDM2B,0.017062306,0.999235045
VPC17005,AC145422.1,-0.184106548,0.999235045
VPC17005,ORAI1,0.270746267,0.999235045
VPC17005,MORN3,0.297293164,0.999235045
VPC17005,TMEM120B,-0.013887462,0.999235045
VPC17005,RHOF,0.073353523,0.999235045
VPC17005,LINC01089,0.187856102,0.999235045
VPC17005,AC084018.1,-0.14518052,0.999235045
VPC17005,AC084018.2,-0.108320278,0.999235045
VPC17005,SETD1B,0.11560736,0.999235045
VPC17005,HPD,0.338518392,0.999235045
VPC17005,AC069503.3,0.260854406,1
VPC17005,PSMD9,0.012779648,0.999235045
VPC17005,AC069503.2,0.033596039,1
VPC17005,WDR66,0.238951378,0.999235045
VPC17005,AC069503.1,-0.644420247,1
VPC17005,BCL7A,-0.007336722,0.999235045
VPC17005,AC156455.1,-0.245181815,0.999235045
VPC17005,MLXIP,0.267326446,0.999235045
VPC17005,LRRC43,-0.053460438,0.999235045
VPC17005,B3GNT4,0.388344473,0.999235045
VPC17005,DIABLO,0.457544748,0.999235045
VPC17005,DIABLO.1,-0.114399914,0.999235045
VPC17005,VPS33A,0.026113895,0.999235045
VPC17005,CLIP1,-0.059484818,0.999235045
VPC17005,RPL21P1,-2.4492066,1
VPC17005,CLIP1-AS1,0.995390704,1
VPC17005,ZCCHC8,-0.173374002,0.999235045
VPC17005,AC127002.1,0.995390549,1
VPC17005,RSRC2,-0.059763349,0.999235045
VPC17005,KNTC1,-0.150985508,0.999235045
VPC17005,AC026333.4,-2.416271121,1
VPC17005,DENR,-0.30525364,0.999235045
VPC17005,CCDC62,0.387891452,1
VPC17005,HIP1R,0.207099994,0.999235045
VPC17005,VPS37B,0.130916462,0.999235045
VPC17005,AC027290.2,-0.267590596,0.999235045
VPC17005,ABCB9,0.418698678,0.999235045
VPC17005,OGFOD2,0.227749471,0.999235045
VPC17005,AC026362.1,0.621531222,1
VPC17005,ARL6IP4,-0.203524243,0.999235045
VPC17005,PITPNM2,0.065127168,0.999235045
VPC17005,AC026362.2,0.033595796,1
VPC17005,MPHOSPH9,-0.351713875,0.999235045
VPC17005,AC073857.1,0.094417302,0.999235045
VPC17005,C12orf65,-0.269235046,0.012799141
VPC17005,AC068768.1,-0.344794891,0.999235045
VPC17005,CDK2AP1,-0.095203564,0.999235045
VPC17005,AC068768.2,0.462661605,1
VPC17005,SBNO1,-0.230312467,0.999235045
VPC17005,AC137767.1,0.181259989,0.999235045
VPC17005,KMT5A,-0.136931178,0.999235045
VPC17005,RILPL2,0.029847542,0.999235045
VPC17005,AC145423.1,-0.92818654,1
VPC17005,SNRNP35,0.018651849,0.999235045
VPC17005,RILPL1,0.071107488,0.999235045
VPC17005,AC145423.2,0.912331012,0.999235045
VPC17005,AC145423.3,-0.259810373,0.999235045
VPC17005,AC055713.1,0.000350359,0.999974742
VPC17005,TMED2,-0.307975538,0.999235045
VPC17005,DDX55,-0.194308482,0.999235045
VPC17005,SNORA9B,-0.033922114,1
VPC17005,EIF2B1,-0.005396563,0.999235045
VPC17005,GTF2H3,-0.291054409,0.999235045
VPC17005,AC117503.3,-0.505367699,0.999235045
VPC17005,AC117503.2,0.430289591,1
VPC17005,TCTN2,0.036809279,0.999235045
VPC17005,ATP6V0A2,-0.163363906,0.999235045
VPC17005,AC117503.4,1.405865601,1
VPC17005,DNAH10,-0.017291573,0.999235045
VPC17005,CCDC92,0.281090478,0.999235045
VPC17005,DNAH10OS,0.207405994,0.999235045
VPC17005,AC068790.7,1.244654364,1
VPC17005,AC068790.4,-0.040642774,1
VPC17005,AC068790.3,-0.7027233,1
VPC17005,AC068790.2,0.591216034,0.999235045
VPC17005,AC068790.5,-0.360079221,1
VPC17005,AC068790.6,-0.857960244,1
VPC17005,ZNF664,-0.229760118,0.999235045
VPC17005,RFLNA,-1.05498947,1
VPC17005,AC068790.8,0.995377518,1
VPC17005,AC068790.1,0.995377828,1
VPC17005,AC068790.9,-0.087202273,0.999235045
VPC17005,AC026358.1,1.554681512,1
VPC17005,NCOR2,0.371061573,0.999235045
VPC17005,AC073592.1,-1.008378286,1
VPC17005,AC073592.7,0.995385051,1
VPC17005,AC073592.3,0.995377539,1
VPC17005,SCARB1,0.313640046,0.999235045
VPC17005,UBC,0.118738468,0.999235045
VPC17005,MIR5188,-0.86671109,1
VPC17005,DHX37,0.21317723,0.999235045
VPC17005,BRI3BP,-0.180038762,0.999235045
VPC17005,AACS,0.142212104,0.999235045
VPC17005,AC122688.3,-0.230554319,0.999235045
VPC17005,TMEM132B,-0.789046331,1
VPC17005,LINC02405,0.782204992,0.999235045
VPC17005,AC079949.1,-0.373240717,0.999235045
VPC17005,AC079949.2,-0.101858963,0.999235045
VPC17005,SLC15A4,-0.170729074,0.999235045
VPC17005,AC108704.2,0.127463706,0.999235045
VPC17005,AC108704.1,-0.651176835,0.999235045
VPC17005,GLT1D1,1.522111855,1
VPC17005,TMEM132D-AS1,0.043839474,0.999235045
VPC17005,LINC02418,-1.435647262,1
VPC17005,LINC02419,1.613012486,1
VPC17005,RIMBP2,-0.448869806,1
VPC17005,STX2,-0.066232273,0.999235045
VPC17005,RAN,-0.063901207,0.999235045
VPC17005,ADGRD1,-0.141217323,0.999235045
VPC17005,AC078925.4,-0.661220887,0.999235045
VPC17005,ADGRD1-AS1,-0.251203516,0.999235045
VPC17005,LINC01257,0,1
VPC17005,AC126564.1,0.973365039,1
VPC17005,AC073578.2,1.778792022,1
VPC17005,SFSWAP,0.094240036,0.999235045
VPC17005,AC117500.2,-1.830292368,1
VPC17005,MMP17,0.155364856,0.999235045
VPC17005,AC131009.2,2.770421298,1
VPC17005,ULK1,0.285359256,0.999235045
VPC17005,AC131009.4,0.518614986,1
VPC17005,AC131009.1,-0.572253393,0.999235045
VPC17005,PUS1,0.051366898,0.999235045
VPC17005,AC131009.3,0.323714254,0.999235045
VPC17005,EP400,0.217333484,0.999235045
VPC17005,SNORA49,-0.92819577,1
VPC17005,EP400P1,0.066043788,0.999235045
VPC17005,DDX51,0.021306017,0.999235045
VPC17005,NOC4L,0.347963238,0.999235045
VPC17005,LINC02361,0.074967251,0.999235045
VPC17005,AC138466.1,1.050586802,0.999235045
VPC17005,GALNT9,0.30476934,1
VPC17005,AC148477.3,-0.249566959,0.999235045
VPC17005,AC148477.2,2.257642237,1
VPC17005,AC148476.1,-0.391607818,1
VPC17005,FBRSL1,0.365766687,0.999235045
VPC17005,AC131212.3,0.207727238,0.999235045
VPC17005,AC131212.2,0.018677166,1
VPC17005,MIR6763,-0.877122118,1
VPC17005,AC131212.1,0.765669127,0.999235045
VPC17005,P2RX2,-0.228120592,0.999235045
VPC17005,AC131212.4,2.692452688,1
VPC17005,POLE,0.281976563,0.999235045
VPC17005,PXMP2,0.14785551,0.999235045
VPC17005,AC135586.2,0.995371451,1
VPC17005,PGAM5,-0.01358907,0.999235045
VPC17005,RNA5SP379,0.330600283,1
VPC17005,ANKLE2,-0.031742913,0.999235045
VPC17005,GOLGA3,-0.219637965,0.999235045
VPC17005,CHFR,0.083626913,0.999235045
VPC17005,RPS11P5,0.045074114,0.999235045
VPC17005,AC127070.4,-1.279044822,1
VPC17005,AC127070.1,0.181805082,0.999235045
VPC17005,AC127070.2,-0.23176389,0.999235045
VPC17005,ZNF605,0.062040263,0.999235045
VPC17005,ZNF26,0.000705339,0.999974742
VPC17005,ZNF84,0.164944577,0.999235045
VPC17005,AC073911.3,-0.558569673,1
VPC17005,ZNF140,-0.116081593,0.999235045
VPC17005,ZNF891,-0.147768023,0.999235045
VPC17005,AC026786.2,0.033596033,1
VPC17005,RPL23AP67,-0.847064836,1
VPC17005,ZNF10,-0.107972388,0.999235045
VPC17005,ZNF268,0.119618821,0.999235045
VPC17005,AL356585.4,0.94037437,1
VPC17005,FAM230C,0.167492566,0.999235045
VPC17005,AL356585.1,0.221938049,0.999235045
VPC17005,GGT4P,0.613965194,1
VPC17005,AL356585.2,-0.259536701,1
VPC17005,SETD8P1,-0.291105305,0.999235045
VPC17005,AL356585.3,0.995377881,1
VPC17005,FEM1AP4,0.995381946,1
VPC17005,TERF1P5,-1.006818425,1
VPC17005,FAM207BP,-0.223964328,0.999235045
VPC17005,SNX18P26,-0.989963219,0.999235045
VPC17005,RHOT1P3,-0.928195818,1
VPC17005,AL355516.1,-2.420165728,1
VPC17005,PHF2P2,0.205033202,0.999235045
VPC17005,USP24P1,1.817464592,1
VPC17005,GTF2IP3,2.082695622,1
VPC17005,TUBA3C,-1.818842022,1
VPC17005,PSPC1P1,-0.513759692,0.999235045
VPC17005,MRPL3P1,-0.514273797,1
VPC17005,PARP4P2,-0.179756235,0.999235045
VPC17005,ESRRAP1,-0.864480921,1
VPC17005,CASC4P1,-1.446238068,1
VPC17005,MPHOSPH8,-0.197162895,0.999235045
VPC17005,PSPC1-AS2,-0.516602808,1
VPC17005,PSPC1,-0.210029862,0.999235045
VPC17005,ZMYM5,-0.094416329,0.999235045
VPC17005,AL355001.1,-0.846439626,1
VPC17005,AL355001.2,0.150141709,0.999235045
VPC17005,ZMYM2,-0.336407188,0.999235045
VPC17005,KRR1P1,-0.928194639,1
VPC17005,AL138688.2,1.330744846,1
VPC17005,GJA3,0.942501401,1
VPC17005,GJB2,0.303597438,0.999235045
VPC17005,GJB6,-0.8614005,1
VPC17005,CRYL1,0.208301937,0.999235045
VPC17005,AL590096.1,-0.588061215,0.999235045
VPC17005,IFT88,-0.047269132,0.999235045
VPC17005,SLC35E1P1,-2.181569069,1
VPC17005,RNU2-7P,-0.869391741,1
VPC17005,AL161772.1,-0.040477016,0.999235045
VPC17005,IL17D,0.161033518,0.999235045
VPC17005,AL512652.2,0.995377525,1
VPC17005,EEF1AKMT1,-0.036125276,0.999235045
VPC17005,AL512652.1,0.122515128,1
VPC17005,XPO4,-0.241585791,0.999235045
VPC17005,HNRNPA1P30,-0.789199774,0.999235045
VPC17005,RPSAP54,0.154845902,0.999235045
VPC17005,LATS2,-0.100238293,0.999235045
VPC17005,RPS12P23,-0.559891297,0.999235045
VPC17005,RF00086,0,1
VPC17005,SAP18,-0.10109147,0.999235045
VPC17005,SKA3,-0.186295673,0.999235045
VPC17005,MRPL57,0.098790423,0.999235045
VPC17005,ESRRAP2,0.590358295,0.999235045
VPC17005,MIPEPP3,-0.067372856,0.999235045
VPC17005,LINC00539,-1.515010015,0.999235045
VPC17005,GRK6P1,1.59351024,1
VPC17005,GAPDHP52,-1.235421903,1
VPC17005,ZDHHC20,-0.035965405,0.999235045
VPC17005,ZDHHC20-IT1,3.089937102,1
VPC17005,MICU2,-0.055783221,0.999235045
VPC17005,FNTAP2,-0.036818775,1
VPC17005,RPS7P10,-0.560831476,0.999235045
VPC17005,FTH1P7,-0.069434024,0.999235045
VPC17005,SACS,-0.129080148,0.999235045
VPC17005,SACS-AS1,2.808803096,1
VPC17005,TNFRSF19,-0.507018644,0.999235045
VPC17005,MIPEP,-0.004086055,0.999235045
VPC17005,PCOTH,-0.134784869,0.999235045
VPC17005,C1QTNF9B,-1.415766827,1
VPC17005,ANKRD20A19P,0.944229861,1
VPC17005,SPATA13,-0.396425022,0.999235045
VPC17005,IPO7P2,-0.63836189,0.999235045
VPC17005,C1QTNF9,-1.254253704,1
VPC17005,PARP4,-0.259586974,0.999235045
VPC17005,ATP12A,0.294316178,0.999235045
VPC17005,ANKRD20A10P,0.565509083,0.999235045
VPC17005,RNF17,0,1
VPC17005,CENPJ,-0.139721712,0.999235045
VPC17005,TPTE2P1,0.974702723,1
VPC17005,AL354798.1,-0.409895225,0.999235045
VPC17005,RPL34P27,-0.232332346,0.999235045
VPC17005,PABPC3,-0.307310976,0.999235045
VPC17005,RPL23AP69,-1.08168835,1
VPC17005,MTMR6,-0.1976898,0.999235045
VPC17005,AL590787.1,0.322739718,0.999235045
VPC17005,NUP58,-0.310002986,0.999235045
VPC17005,ATP8A2,-1.004440136,0.999235045
VPC17005,SHISA2,-0.415774648,0.999235045
VPC17005,RNF6,-0.012958229,0.999235045
VPC17005,AL138966.2,0.570994538,0.999235045
VPC17005,CDK8,0.053699708,0.999235045
VPC17005,AL353789.1,0.004461286,0.99977103
VPC17005,WASF3,-0.102623442,0.999235045
VPC17005,RPS3AP44,0.150623252,0.999235045
VPC17005,USP12,-0.161548897,0.999235045
VPC17005,USP12-AS2,1.326487725,1
VPC17005,LINC02340,-0.859944279,1
VPC17005,LINC00412,1.833426111,1
VPC17005,RPL21,-0.037065554,0.999235045
VPC17005,RASL11A,0.167580444,0.999235045
VPC17005,GTF3A,-0.007578076,0.999235045
VPC17005,MTIF3,-0.018112972,0.999235045
VPC17005,LNX2,0.161307675,0.999235045
VPC17005,POLR1D,0.21676353,0.999235045
VPC17005,PDX1,0.266712521,0.999235045
VPC17005,ATP5F1EP2,0.097275952,0.999235045
VPC17005,CDX2,-1.861487715,1
VPC17005,FLT3,-0.948434351,0.999235045
VPC17005,CHCHD2P8,-0.604821099,1
VPC17005,PAN3-AS1,0.196092163,0.999235045
VPC17005,PAN3,-0.105345687,0.999235045
VPC17005,EEF1A1P3,-1.444997464,1
VPC17005,FLT1,-0.928195699,1
VPC17005,EIF4A1P7,-0.634856002,0.999235045
VPC17005,POMP,-0.038430296,0.999235045
VPC17005,CYP51A1P2,-0.360087331,0.999235045
VPC17005,MTUS2,0.044478791,1
VPC17005,GAPDHP69,0.052954664,1
VPC17005,SLC7A1,0.072809513,0.999235045
VPC17005,UBL3,0.087110519,0.999235045
VPC17005,LINC00572,-0.07086872,1
VPC17005,LINC00365,-0.010706546,0.99977103
VPC17005,KATNAL1,-0.148660985,0.999235045
VPC17005,PRDX2P1,0.873873091,1
VPC17005,LINC00426,-0.588397744,1
VPC17005,AL356750.1,1.738041768,1
VPC17005,LINC01058,0.012013828,0.99977103
VPC17005,UBE2L5,1.827871945,1
VPC17005,HMGB1,-0.10077087,0.999235045
VPC17005,USPL1,-0.237831296,0.999235045
VPC17005,HSPH1,-0.501701236,0.999235045
VPC17005,B3GLCT,-0.073457245,0.999235045
VPC17005,FRY,-0.085619869,0.999235045
VPC17005,AC002525.1,0.33962011,0.999235045
VPC17005,ZAR1L,2.548160364,1
VPC17005,BRCA2,0.783228292,0.999235045
VPC17005,N4BP2L1,0.385767212,1
VPC17005,N4BP2L2,0.002716583,0.99977103
VPC17005,N4BP2L2-IT2,-0.437821625,1
VPC17005,PDS5B,-0.43039492,0.999235045
VPC17005,KL,-0.213095525,1
VPC17005,STARD13,-0.392890098,0.999235045
VPC17005,STARD13-AS,-0.193497297,1
VPC17005,AL139383.1,0.008236045,0.99977103
VPC17005,AL161719.1,-0.745226959,0.999235045
VPC17005,RFC3,-0.08361664,0.999235045
VPC17005,AL161891.1,0.150037004,0.999235045
VPC17005,LINC02343,0.010302078,1
VPC17005,NBEA,-0.16812091,0.999235045
VPC17005,DCLK1,0.503922031,1
VPC17005,SOHLH2,-0.63006728,0.999235045
VPC17005,SPART,-0.087745381,0.999235045
VPC17005,CCNA1,0.995386583,1
VPC17005,RFXAP,-0.137814813,0.999235045
VPC17005,SMAD9,-0.130612829,0.999235045
VPC17005,SMAD9-IT1,0.995377827,1
VPC17005,EIF4A1P5,-0.487044575,1
VPC17005,ALG5,-0.098058719,0.999235045
VPC17005,EXOSC8,-0.029499202,0.999235045
VPC17005,SUPT20H,-0.054274704,0.999235045
VPC17005,CSNK1A1L,-0.92819614,1
VPC17005,AL356274.1,1.716749826,1
VPC17005,AL356274.2,0.790140039,0.999235045
VPC17005,LINC02334,-0.058959042,1
VPC17005,LINC00571,-0.576446723,0.999235045
VPC17005,UFM1,-0.067897202,0.999235045
VPC17005,FREM2,-0.07775701,1
VPC17005,PROSER1,0.003537981,0.999235045
VPC17005,NHLRC3,-0.125702436,0.999235045
VPC17005,LHFPL6,0,1
VPC17005,COG6,-0.1032899,0.999235045
VPC17005,LINC00598,0.995390349,1
VPC17005,FOXO1,-0.16316914,0.999235045
VPC17005,MRPS31,-0.228503533,0.999235045
VPC17005,SLC25A15,-0.047144661,0.999235045
VPC17005,MIR621,-0.16037119,0.999235045
VPC17005,TPTE2P5,0.56326723,1
VPC17005,CYCSP34,0.556814294,1
VPC17005,SUGT1P3,0.817203248,0.999235045
VPC17005,ELF1,-0.188828582,0.999235045
VPC17005,RGS17P1,3.160550529,1
VPC17005,WBP4,0.135024346,0.999235045
VPC17005,KBTBD6,-0.287338094,0.999235045
VPC17005,AL354696.2,1.026451477,0.999235045
VPC17005,CALM2P3,-0.302715631,0.999235045
VPC17005,KBTBD7,-0.212271772,0.999235045
VPC17005,MTRF1,-0.060753292,0.999235045
VPC17005,AL354696.1,0.319002704,0.999235045
VPC17005,NAA16,-0.156491706,0.999235045
VPC17005,TUBBP2,-0.361100137,0.999235045
VPC17005,OR7E36P,0.658035601,0.999235045
VPC17005,OR7E37P,0.394378575,0.999235045
VPC17005,RGCC,0.229295088,0.999235045
VPC17005,VWA8,-0.206408413,0.999235045
VPC17005,VWA8-AS1,0.220654517,0.999235045
VPC17005,DGKH,0.325263524,0.999235045
VPC17005,AL157932.1,-0.289180409,0.999235045
VPC17005,MAPK6P3,-1.457135109,1
VPC17005,FHP1,0.797163683,1
VPC17005,AKAP11,-0.191484699,0.999235045
VPC17005,EPSTI1,0.338936191,0.999235045
VPC17005,DNAJC15,-0.278643865,0.999235045
VPC17005,ENOX1,-0.093738763,0.999235045
VPC17005,AL162713.1,-0.491186768,1
VPC17005,CCDC122,0.206840136,0.999235045
VPC17005,AL512506.1,0.825052039,1
VPC17005,LACC1,0.851881422,0.999235045
VPC17005,AL512506.2,0.199223795,1
VPC17005,DGKZP1,0.521724298,0.999235045
VPC17005,LINC00390,-0.863077275,1
VPC17005,SMIM2-AS1,0.177869423,0.999235045
VPC17005,SMIM2,0.033595993,1
VPC17005,SERP2,-0.84981488,1
VPC17005,TUSC8,0.419630255,0.999235045
VPC17005,TSC22D1,-0.476612354,0.001256835
VPC17005,TSC22D1-AS1,-0.038230334,0.999235045
VPC17005,SMARCE1P5,-0.068397209,0.999235045
VPC17005,NUFIP1,-0.099461237,0.999235045
VPC17005,GPALPP1,-0.134782139,0.999235045
VPC17005,GTF2F2,-0.224617739,0.999235045
VPC17005,TPT1,-0.244958063,0.999235045
VPC17005,SNORA31,0,1
VPC17005,TPT1-AS1,-0.013766421,0.999235045
VPC17005,RCN1P2,-0.14474894,0.999235045
VPC17005,SLC25A30,-0.298359161,0.999235045
VPC17005,SLC25A30-AS1,-0.192675925,0.999235045
VPC17005,COG3,-0.123627584,0.999235045
VPC17005,ERICH6B,1.257050482,1
VPC17005,ZC3H13,-0.360404068,0.999235045
VPC17005,CPB2-AS1,0.013199804,0.999235045
VPC17005,CPB2,0.884971589,1
VPC17005,LCP1,-0.300002797,0.052537914
VPC17005,LRRC63,0.5605,0.999235045
VPC17005,LINC00563,-1.273276952,1
VPC17005,RUBCNL,-0.209391436,0.999235045
VPC17005,COX17P1,-0.715385484,0.999235045
VPC17005,LRCH1,-0.718290812,0.703819814
VPC17005,ESD,-0.071278065,0.999235045
VPC17005,SUCLA2,0.06837017,0.999235045
VPC17005,NAP1L4P3,0.178871783,0.999235045
VPC17005,LINC00562,-1.444860271,1
VPC17005,SUCLA2-AS1,0.281513191,0.999235045
VPC17005,NUDT15,-0.250875785,0.999235045
VPC17005,AL158196.1,0.465955422,1
VPC17005,MED4,-0.383640049,0.999235045
VPC17005,ITM2B,-0.068066033,0.999235045
VPC17005,RB1-DT,0.451034971,0.999235045
VPC17005,RB1,-0.052276332,0.999235045
VPC17005,PCNPP5,-0.395777451,1
VPC17005,LPAR6,0.304950142,0.999235045
VPC17005,RCBTB2,-0.052430379,0.999235045
VPC17005,AL157813.1,1.261260013,0.999235045
VPC17005,PSME2P2,-0.502376912,0.999235045
VPC17005,AL161421.1,0.193785426,0.999235045
VPC17005,FNDC3A,-0.086429621,0.999235045
VPC17005,COX7CP1,-2.617411329,0.24859997
VPC17005,OGFOD1P1,-0.38213374,1
VPC17005,MLNR,-0.009968624,1
VPC17005,AL137000.1,1.369865,1
VPC17005,CDADC1,-0.219177221,0.999235045
VPC17005,CAB39L,-0.168946188,0.999235045
VPC17005,SETDB2,-0.088396255,0.999235045
VPC17005,SNRPGP14,-1.808794702,1
VPC17005,PHF11,0.224197601,0.999235045
VPC17005,RCBTB1,-0.2719095,0.999235045
VPC17005,EBPL,-0.007295068,0.999235045
VPC17005,KPNA3,-0.342856946,0.999235045
VPC17005,AL136301.1,0.660526228,1
VPC17005,SPRYD7,-0.268386012,0.999235045
VPC17005,DLEU2,0.088498653,0.999235045
VPC17005,TRIM13,-0.345970298,0.999235045
VPC17005,MIR3613,0.033595963,1
VPC17005,KCNRG,-0.020272272,0.999235045
VPC17005,DLEU1,-0.14295392,0.999235045
VPC17005,RPL18P10,0,1
VPC17005,AL137060.1,0.021117785,0.999235045
VPC17005,ST13P4,-0.807339495,0.999235045
VPC17005,DLEU1-AS1,-1.818089693,1
VPC17005,DLEU7,0.023492205,1
VPC17005,RNASEH2B-AS1,-0.218567149,0.999235045
VPC17005,RNASEH2B,-0.043393962,0.999235045
VPC17005,GUCY1B2,-0.047393864,1
VPC17005,FAM124A,-0.084747754,0.999235045
VPC17005,SERPINE3,-0.036080134,1
VPC17005,INTS6,-0.163878905,0.999235045
VPC17005,INTS6-AS1,0.498066881,0.999235045
VPC17005,RPS4XP16,0.540661536,0.999235045
VPC17005,WDFY2,-0.198371479,0.999235045
VPC17005,DHRS12,0.166180728,0.999235045
VPC17005,AL162377.1,-0.096157444,0.999235045
VPC17005,TMEM272,0.995377554,1
VPC17005,CTAGE3P,0.033596096,1
VPC17005,ATP7B,-0.186992801,0.999235045
VPC17005,ALG11,-0.372258628,0.999235045
VPC17005,UTP14C,-0.341935109,0.999235045
VPC17005,NEK5,-1.11724122,0.999235045
VPC17005,NEK3,-0.268086367,0.999235045
VPC17005,MRPS31P5,0.53547597,0.999235045
VPC17005,THSD1,-0.539776781,1
VPC17005,VPS36,-0.143693422,0.999235045
VPC17005,AL359513.1,0.166122591,0.999235045
VPC17005,CKAP2,-0.251009877,0.999235045
VPC17005,AL137058.1,-2.409133499,1
VPC17005,AL137058.2,1.233011027,1
VPC17005,MRPS31P4,0.093665522,0.999235045
VPC17005,HNRNPA1L2,-0.054735351,0.999235045
VPC17005,AL139089.1,0.124275057,0.999235045
VPC17005,SUGT1,0.007115488,0.999235045
VPC17005,PCDH8,-1.824609601,1
VPC17005,RPL13AP25,0.054729914,0.999235045
VPC17005,LINC02335,-1.214133935,1
VPC17005,PCDH17,0.799673048,1
VPC17005,DIAPH3,-0.294928805,0.999235045
VPC17005,TDRD3,-0.068904761,0.999235045
VPC17005,EIF4A1P6,-0.073197535,0.999235045
VPC17005,LGMNP1,-0.477629505,0.999235045
VPC17005,HNRNPA3P5,-0.231816399,0.999235045
VPC17005,PCDH9,-0.011442768,0.999515193
VPC17005,RPSAP53,0.60131488,0.999235045
VPC17005,ZDHHC20P4,0.033596094,1
VPC17005,KLHL1,0.001806424,0.999974742
VPC17005,DACH1,2.373869948,1
VPC17005,H3F3BP1,-0.107817564,0.999235045
VPC17005,MZT1,0.13916564,0.999235045
VPC17005,BORA,0.078938448,0.999235045
VPC17005,DIS3,-0.180779163,0.999235045
VPC17005,PIBF1,0.217784475,0.999235045
VPC17005,KLF5,-0.897564409,0.999235045
VPC17005,KLF12,0.190363274,1
VPC17005,LINC00402,-0.236304563,1
VPC17005,TBC1D4,-0.454785125,0.999235045
VPC17005,COMMD6,0.009790972,0.999235045
VPC17005,UCHL3,-0.094331824,0.999235045
VPC17005,AL137782.1,-1.8601804,1
VPC17005,LMO7,-0.308217241,0.999235045
VPC17005,KCTD12,-0.27242113,0.999235045
VPC17005,AC000403.1,-1.389328526,1
VPC17005,BTF3P11,-0.92819687,1
VPC17005,RPL7P44,-1.391753184,0.999235045
VPC17005,DHX9P1,0.197098784,1
VPC17005,CLN5,-0.045981746,0.999235045
VPC17005,AC001226.2,-0.604902251,1
VPC17005,FBXL3,-0.023306489,0.999235045
VPC17005,AC001226.1,-0.132741145,1
VPC17005,MYCBP2,-0.313075156,0.999235045
VPC17005,SCEL,0.03359608,1
VPC17005,SLAIN1,-0.302426997,0.999235045
VPC17005,POU4F1,0.159142903,0.999235045
VPC17005,RNF219,-0.268936992,0.999235045
VPC17005,CCT5P2,1.016008172,1
VPC17005,RBM26,-0.094637665,0.999235045
VPC17005,RBM26-AS1,-0.002637485,0.99977103
VPC17005,NDFIP2,-0.32609897,0.999235045
VPC17005,SPRY2,0.268033691,0.999235045
VPC17005,PTMAP5,-0.407201757,0.999235045
VPC17005,SLITRK6,-0.066107338,0.999235045
VPC17005,DDX6P2,0,1
VPC17005,SLITRK5,0.479739011,1
VPC17005,AL445647.1,0,1
VPC17005,RPL7L1P1,-0.281781294,1
VPC17005,KRT18P27,0.99539116,1
VPC17005,LINC01049,1.760506785,1
VPC17005,MIR17HG,0.382938301,0.999235045
VPC17005,GPC5,-1.053971425,0.999235045
VPC17005,GPC5-AS1,0.163518924,0.999235045
VPC17005,AL354811.1,0.000806849,1
VPC17005,GPC6,-0.308232645,0.999235045
VPC17005,DCT,0,1
VPC17005,TGDS,-0.116558649,0.999235045
VPC17005,GPR180,-0.040625625,0.999235045
VPC17005,SOX21,1.839146741,1
VPC17005,SOX21-AS1,0.73631314,1
VPC17005,BRD7P5,1.97192065,1
VPC17005,ABCC4,-0.66813441,0.999235045
VPC17005,RNY3P8,-1.099677493,0.999235045
VPC17005,DZIP1,-0.58811593,0.999235045
VPC17005,DNAJC3-DT,-0.140469189,0.999235045
VPC17005,DNAJC3,-0.338924962,0.999235045
VPC17005,AL138955.1,0.366178943,1
VPC17005,UGGT2,-0.030766331,0.999235045
VPC17005,HS6ST3,-0.028971947,1
VPC17005,MBNL2,0.325290893,0.999235045
VPC17005,RAP2A,0.014971769,0.999235045
VPC17005,AL442067.1,-1.14470704,0.999235045
VPC17005,AL442067.2,-1.038130268,1
VPC17005,IPO5,-0.157501876,0.999235045
VPC17005,FARP1,0.131812957,0.999235045
VPC17005,STK24,0.16143283,0.999235045
VPC17005,STK24-AS1,0.196830882,0.999235045
VPC17005,CALM2P4,0,1
VPC17005,SLC15A1,0.120863586,1
VPC17005,DOCK9,-0.23640098,0.999235045
VPC17005,DOCK9-DT,-0.133158758,0.999235045
VPC17005,GAPDHP22,0.537832796,1
VPC17005,UBAC2-AS1,-0.026235725,0.999235045
VPC17005,UBAC2,0.179471327,0.999235045
VPC17005,H2AFZP3,-1.811468562,1
VPC17005,GPR18,-0.092053759,1
VPC17005,HMGB3P4,0.995381588,1
VPC17005,TM9SF2,-0.158408228,0.999235045
VPC17005,LINC01232,0.172179934,0.999235045
VPC17005,LINC00449,0.263885816,0.999235045
VPC17005,CLYBL,-0.037271548,0.999235045
VPC17005,CLYBL-AS2,-0.928195926,1
VPC17005,ZIC5,-0.059544325,0.999235045
VPC17005,ZIC2,0.28862912,0.750181047
VPC17005,ASNSP3,0.79882989,1
VPC17005,AL355338.1,-0.19863476,0.999235045
VPC17005,PCCA,-0.312602279,0.999235045
